CMPD_CHEMBLID SMILES PIC50_VALUE REFERENCE CLASE ID_CLASE
COMPOUND00H28 COc3cc(Nc2cccn([C@@H](C)c1ccc(F)cc1)c2=O)ccc3n4cnc(C)c4 6.88 Huang2010 f-piridona-piridazona 23
COMPOUND00H30 COC(=O)c4cc(Nc2ccc(n1cnc(C)c1)c(OC)c2)c(=O)n([C@H](C)c3ccc(F)cc3)c4 6.44 Huang2010 f-piridona-piridazona 23
COMPOUND00H31 COC(=O)c4cc(Nc2ccc(n1cnc(C)c1)c(OC)c2)c(=O)n([C@@H](C)c3ccc(F)cc3)c4 6.87 Huang2010 f-piridona-piridazona 23
COMPOUND00H32 COc3cc(Nc2cc(C(=O)O)cn([C@@H](C)c1ccc(F)cc1)c2=O)ccc3n4cnc(C)c4 5.51 Huang2010 f-piridona-piridazona 23
COMPOUND00H33 COc3cc(Nc2cc(Br)cn([C@@H](C)c1ccc(F)cc1)c2=O)ccc3n4cnc(C)c4 7.10 Huang2010 f-piridona-piridazona 23
COMPOUND00H36 COc3cc(Nc2cc(C(F)(F)F)cn([C@@H](C)c1ccc(F)cc1)c2=O)ccc3n4cnc(C)c4 7.00 Huang2010 f-piridona-piridazona 23
COMPOUND00H37 COC(=O)c4cc(Nc2ccc(n1cnc(C)c1)c(OC)c2)c(=O)n(C(CO[Si](C)(C)C(C)(C)C)c3ccc(F)cc3)c4 7.18 Huang2010 f-piridona-piridazona 23
COMPOUND00H38 COC(=O)c4cc(Nc2ccc(n1cnc(C)c1)c(OC)c2)c(=O)n(C(CO)c3ccc(F)cc3)c4 6.94 Huang2010 f-piridona-piridazona 23
CHEMBL3353557 COc1c(F)c(ccc1-n1cnc(C)c1)-c1nc(Nc2cc(ccc2F)C(F)(F)F)n(C)n1 7.35 Velter2014 f-triazoles 17
CHEMBL3609756 Cc1cn(cn1)-c1ccc(cc1C#N)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 7.30 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353561 COCCn1nc(nc1Nc1cc(ccc1F)C(F)(F)F)-c1ccc(c(OC)c1)-n1cnc(C)c1 7.28 Velter2014 f-triazoles 17
CHEMBL3394939 CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(cnc12)C(F)(F)F 7.28 Pettersson2015a f-piridopirazinediona 22
COMPOUND00M11 COc1cc(\C=C\2/CCCN3[C@@H](C)[C@H](ON=C23)c4cc(F)cc(F)c4)ccc1n5cnc(C)c5 7.28 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M13 COc1cc(\C=C\2/CCCN3[C@@H](C(C)C)[C@H](ON=C23)c4cc(F)cc(F)c4)ccc1n5cnc(C)c5 6.95 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M14 COc1cc(\C=C\2/CCCN3[C@@H](C)[C@H](ON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5 7.26 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M15 COc1cc(\C=C\2/CCCN3[C@@H](CO)[C@H](ON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5 7.16 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M20 COc1cc(ccc1n2cnc(C)c2)C3=CC4=NO[C@@H](CN4CCC3)c5cc(F)c(F)c(F)c5 6.97 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M21 COc1cc(ccc1n2cnc(C)c2)C3=CC4=NOC[C@@H](N4CCC3)c5cc(F)c(F)c(F)c5 6.84 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M27 COc1cc(ccc1n2cnc(C)c2)C3=NOCC4C(CCCN34)Oc5cc(F)cc(F)c5 6.40 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
COMPOUND00M03 COc4cc(/C=C/1CCCN2C1=NO[C@]2(CO)c3ccc(F)cc3)ccc4n5cnc(C)c5 7.54 Mandal2020 f-oxadiazolinas-oxadiazepinas-oxadiazinas 20
CHEMBL3609751 COc1cc(ccc1-n1cnc(c1)C(F)(F)F)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 7.25 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3609754 Cc1cn(cn1)-c1ccc(-c2cn(nn2)[C@H]2CCc3c(F)cccc3N(CC(F)(F)F)C2=O)c(F)c1 7.24 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353559 COc1cc(cc(F)c1-n1cnc(C)c1)-c1nc(Nc2cc(ccc2F)C(F)(F)F)n(C)n1 7.24 Velter2014 f-triazoles 17
CHEMBL3580770 Cc1cn(cn1)-c1ccc2C(=O)N(CCOc3ccc(F)cc3C3CC(F)(F)C3)CCn2c1=O 7.23 Pettersson2015b f-piridopirazinediona 22
COMPOUND000W1 COc3cc(c2cc(C)c(N[C@H](C)c1ccc(F)cc1)nn2)ccc3n4cnc(C)c4 7.22 Wan2011ab f-otros 28
COMPOUND000W5 COc3cc(c2ccc(N[C@H](C)c1ccc(F)cc1)nc2)ccc3n4cnc(C)c4 6.90 Wan2011b f-otros 28
CHEMBL3353094 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Nc2ccccc2C)n(C)n1 7.22 Velter2014 f-triazoles 17
CHEMBL3608391 Cc1cn(cn1)-c1ncc(s1)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 7.21 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353093 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Nc2ccccc2C(F)(F)F)n(C)n1 7.17 Velter2014 f-triazoles 17
CHEMBL3608384 Cc1cn(cn1)-c1ccc(cc1)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 7.15 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3580765 Cc1cn(cn1)-c1ccc2C(=O)N(CCOc3ccccc3-c3cc(no3)C(F)F)CCn2c1=O 7.14 Pettersson2015b f-piridopirazinediona 22
CHEMBL3580769 Cc1cn(cn1)-c1ccc2C(=O)N(CCOc3ccccc3C3CCC3)CCn2c1=O 7.14 Pettersson2015b f-piridopirazinediona 22
CHEMBL3353563 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Nc2cc(ccc2F)C(F)(F)F)n(CC(C)(C)O)n1 7.12 Velter2014 f-triazoles 17
CHEMBL3608385 Cc1cn(cn1)-c1ccc(cc1OCC(F)(F)F)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 7.11 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3608386 Cc1cn(cn1)-c1ccc(cc1F)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 7.11 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3580773 C[C@@H](c1cc(F)ccc1OCCN1CCn2c(ccc(-n3cnc(C)c3)c2=O)C1=O)C(F)(F)F 7.07 Pettersson2015b f-piridopirazinediona 22
CHEMBL3353081 COc1cc(ccc1-n1cnc(C)c1)-c1nc(\C=C\c2ccc(F)cc2)n(C)n1 7.07 Velter2014 f-triazoles 17
CHEMBL1224151 COc1cc(\C=C2/CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1 7.07 Methot2015 f-otros 28
CHEMBL3394935 CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2ccc(cc12)C(F)(F)F 7.04 Pettersson2015a f-piridopirazinediona 22
CHEMBL3394931 COn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2ccc(Cl)cc12 7.02 Pettersson2015a f-piridopirazinediona 22
CHEMBL3580763 Cc1cc(sn1)-c1ccccc1OCCN1CCn2c(ccc(-n3cnc(C)c3)c2=O)C1=O 6.98 Pettersson2015a f-piridopirazinediona 22
CHEMBL3608382 COc1cc(ccc1-n1ccnc1)-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 6.96 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353554 Cc1cn(cn1)-c1ccc(cc1)-c1nc(Nc2cc(ccc2F)C(F)(F)F)n(C)n1 6.92 Velter2014 f-triazoles 17
CHEMBL3580768 Cc1cn(cn1)-c1ccc2C(=O)N(CCOc3ccccc3C(C)(C)C)CCn2c1=O 6.89 Pettersson2015b f-piridopirazinediona 22
CHEMBL3394930 Cc1cn(cn1)-c1ccc2C(=O)N(Cc3[nH]c4ccc(Cl)cc4c3Cl)CCn2c1=O 6.89 Pettersson2015a f-piridopirazinediona 22
CHEMBL3353098 COc1nc(ccc1-n1cnc(C)c1)-c1nc(Nc2ccccc2C(F)(F)F)n(C)n1 6.87 Velter2014 f-triazoles 17
CHEMBL3353553 COc1cc(ccc1-c1ccnc(C)c1)-c1nc(Nc2cccc(c2)C(F)(F)F)n(C)n1 6.85 Velter2014 f-triazoles 17
CHEMBL3394940 CCn1nc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(ccc12)C(F)(F)F 6.85 Pettersson2015a f-piridopirazinediona 22
CHEMBL3608395 Cc1cc(ccn1)C#Cc1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 6.84 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353552 COc1cc(ccc1-n1cnc(C)n1)-c1nc(Nc2cccc(c2)C(F)(F)F)n(C)n1 6.80 Velter2014 f-triazoles 17
CHEMBL3394936 CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cccc(c12)C(F)(F)F 6.77 Pettersson2015a f-piridopirazinediona 22
CHEMBL3353095 COc1ccccc1Nc1nc(nn1C)-c1ccc(c(OC)c1)-n1cnc(C)c1 6.75 Velter2014 f-triazoles 17
CHEMBL3353082 COc1cc(ccc1-n1cnc(C)c1)-c1nc(CNc2cccc(c2)C(F)(F)F)n(C)n1 6.72 Velter2014 f-triazoles 17
CHEMBL3353087 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Nc2ccccc2)n(C)n1 6.70 Velter2014 f-triazoles 17
CHEMBL3394929 Cc1cn(cn1)-c1ccc2C(=O)N(Cc3[nH]c4ccccc4c3Cl)CCn2c1=O 6.68 Pettersson2015a f-piridopirazinediona 22
CHEMBL3609753 Cc1cn(cn1)-c1ccc(cc1OC(F)(F)F)-c1cn(nn1)C1CCc2c(F)cccc2C(CC(F)(F)F)C1=O 6.68 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3394926 Cc1cn(cn1)-c1ccc2C(=O)N(Cc3cccc4ccccc34)CCn2c1=O 6.63 Pettersson2015a f-piridopirazinediona 22
COMPOUNDP0050 Cc4cn(c3ccc2C(=O)N(CCOc1ccc(F)cc1C(F)(F)F)CCn2c3=O)cn4 6.60 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP0051 Cc4cn(c3ccc2C(=O)N(CCOc1ccc(Cl)cc1C(F)(F)F)CCn2c3=O)cn4 7.00 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP0052 Cc5cn(c4ccc3C(=O)N(CCOc1cccc2ccc(F)cc12)CCn3c4=O)cn5 7.82 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP--44 Cc4cn(c3ccc2C(=O)N(Cc1cccc(C(F)(F)F)c1)CCn2c3=O)cn4 5.79 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP--45 Cc5cn(c4ccc3C(=O)N(CC2(c1ccc(Cl)cc1)CC2)CCn3c4=O)cn5 6.39 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP0046 Cc4cn(c3ccc2C(=O)N(CCOc1ccccc1C(F)(F)F)CCn2c3=O)cn4 6.51 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP0047 Cc4cn(c3ccc2C(=O)N(CCOc1ccccc1Cl)CCn2c3=O)cn4 5.82 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP0048 Cc4cn(c3ccc2C(=O)N(CCOc1cccc(C(F)(F)F)c1)CCn2c3=O)cn4 6.28 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP0049 Cc4cn(c3ccc2C(=O)N(CCOc1ccc(C(F)(F)F)cc1)CCn2c3=O)cn4 5.90 Pettersson2014 f-piridopirazinediona 22
CHEMBL3353088 COc1cc(ccc1-n1cnc(C)c1)-c1nc(N2CCCc3ccccc23)n(C)n1 6.59 Velter2014 f-triazoles 17
CHEMBL3353101 COc1nc(ccc1-n1cnc(C)c1)-c1nc(N(C)c2cc(ccc2F)C(F)(F)F)n(C)n1 6.59 Velter2014 f-triazoles 17
CHEMBL3609758 COc1nc(ncc1-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O)-n1cnc(C)c1 6.59 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353084 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Oc2cccc(c2)C(F)(F)F)n(C)n1 6.57 Velter2014 f-triazoles 17
CHEMBL3608394 COc1cc(ccc1-c1nnc(C)o1)-c1cn(nn1)[C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 6.57 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353089 CNc1nc(nn1-c1cccc(c1)C(F)(F)F)-c1ccc(c(OC)c1)-n1cnc(C)c1 6.55 Velter2014 f-triazoles 17
CHEMBL3580762 Cc1cn(cn1)-c1ccc2C(=O)N(CCOc3ccccc3-c3csc(C)n3)CCn2c1=O 6.52 Pettersson2015b f-piridopirazinediona 22
CHEMBL3608389 Cc1cn(cn1)-c1ccc(cn1)-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 6.51 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353083 COc1cc(ccc1-n1cnc(C)c1)-c1nc(N[C@@H](C)c2ccc(F)cc2)n(C)n1 6.49 Velter2014 f-triazoles 17
COMPOUNST1120 COc3cc(c2cn(CC(=O)N(CC(F)(F)F)c1cccc(Br)c1)nn2)ccc3n4cnc(C)c4 6.49 Takeo2014 f-triazoles 17
CHEMBL3353564 COc1cc(ccc1-n1cnc(C)c1)-c1nc(N[C@H]2CCC[C@@H](C2)C(F)(F)F)n(C)n1 6.47 Velter2014 f-triazoles 17
CHEMBL3608388 COc1cc(c(F)cc1-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O)-n1cnc(C)c1 6.46 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3394937 CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2nc(ccc12)C(F)(F)F 6.44 Pettersson2015a f-piridopirazinediona 22
CHEMBL3394947 C[C@@H](N1CCn2c(ccc(-n3cnc(C)c3)c2=O)C1=O)c1cn(C)c2ccc(cc12)C(F)(F)F 6.41 Pettersson2015a f-piridopirazinediona 22
CHEMBL3394938 CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(ncc12)C(F)(F)F 6.38 Pettersson2015a f-piridopirazinediona 22
CHEMBL3353555 Cc1cn(cn1)-c1ccc(nc1C)-c1nc(Nc2cc(ccc2F)C(F)(F)F)n(C)n1 6.30 Velter2014 f-triazoles 17
COMPOUND0P035 COc3cc(C(=O)NC2COc1ccc(Cl)cc12)ccc3n4cnc(C)c4 6.28 Pettersson2012 f-benzofuranoamidas 27
COMPOUND0P034 COc3cc(C(=O)NC2CCc1ccc(Cl)cc12)ccc3n4cnc(C)c4 6.22 Pettersson2012 f-benzofuranoamidas 27
COMPOUND0P041 COc3nc(C(=O)NC2COc1ccc(Cl)cc12)ccc3n4cnc(C)c4 6.46 Pettersson2012 f-benzofuranoamidas 27
COMPOUND0P042 COc3nc(C(=O)NC2COc1ccc(Cl)c(C)c12)ccc3n4cnc(C)c4 6.63 Pettersson2012 f-benzofuranoamidas 27
COMPOUND0P043 COc3nc(C(=O)NC2COc1ccc(Cl)c(F)c12)ccc3n4cnc(C)c4 6.73 Pettersson2012 f-benzofuranoamidas 27
COMPOUND0P038 COc3cc(C(=O)NC2COc1cccc(Cl)c12)ccc3n4cnc(C)c4 5.78 Pettersson2012 f-benzofuranoamidas 27
COMPOUND0P039 COc3cc(C(=O)NC2COc1ccc(F)cc12)ccc3n4cnc(C)c4 5.81 Pettersson2012 f-benzofuranoamidas 27
COMPOUNDB040A COc4cc(Nc2cccn3cc(c1ccc(F)cc1)nc23)ccc4n5cnc(C)c5 6.74 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB040D COc4cc(Nc2cccn3c(C)c(c1ccccc1)nc23)ccc4n5cnc(C)c5 7.11 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB040E COc4cc(Nc2cccn3c(C)c(c1ccccc1C(F)(F)F)nc23)ccc4n5cnc(C)c5 7.59 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB040G COc4cc(Nc2cccn3cc(Cc1ccc(F)cc1)nc23)ccc4n5cnc(C)c5 7.00 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB040H COc3cc(Nc1cccn2cc(C)nc12)ccc3n4cnc(C)c4 6.35 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB041B COc4cc(Nc1cccc3c1nc(c2ccc(F)cc2)n3C)ccc4n5cnc(C)c5 7.77 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB041D COc5cccc(c4nc3c(Nc2ccc(n1cnc(C)c1)c(OC)c2)cccc3n4C)c5 7.37 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB041E COc4cc(Nc1cccc3c1nc(c2ccc(F)cc2F)n3C)ccc4n5cnc(C)c5 7.16 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB041H COc3cc(Nc1cccc2c1nc(CC(C)C)n2C)ccc3n4cnc(C)c4 6.97 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB042C COc5cccc(n4nc3c(Nc2ccc(n1cnc(C)c1)c(OC)c2)cccc3c4C)c5 7.74 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB042D COc4cc(Nc2cccc3cn(Cc1ccc(F)cc1)nc23)ccc4n5cnc(C)c5 7.16 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB044A COc4nc(Nc1cccc3c1nc(c2ccc(F)cc2)n3C)ccc4n5cnc(C)c5 7.80 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB044G COc4cc(Nc1nccc3c1nc(c2ccc(F)cc2)n3C)ccc4n5cnc(C)c5 7.77 Bischoff2012 f-benzimidazoles-indazoles 25
COMPOUNDB044H COc4nc(Nc1nc(C)cc3c1nc(c2ccc(F)cc2)n3C)ccc4n5cnc(C)c5 6.84 Bischoff2012 f-benzimidazoles-indazoles 25
CHEMBL3353097 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Nc2cccnc2C(F)(F)F)n(C)n1 6.22 Velter2014 f-triazoles 17
CHEMBL3394941 Cc1cn(cn1)-c1ccc2C(=O)N(Cc3cnn4ccc(cc34)C(F)(F)F)CCn2c1=O 6.22 Pettersson2015a f-piridopirazinediona 22
CHEMBL2415089 COc1cc(ccc1-n1cnc(C)c1)-c1nc(-c2ccc(F)cc2)n(C)n1 6.21 Velter2014 f-triazoles 17
CHEMBL2431432 COc1cc(ccc1-n1cnc(C)c1)-c1noc2C(CCCc12)NCc1cc(F)cc(F)c1 6.19 Zao2017 f-otros 28
CHEMBL3353085 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Sc2cccc(c2)C(F)(F)F)n(C)n1 6.19 Velter2014 f-triazoles 17
COMPOUNDF0018 COc3cc(C=Cc2nc1cc(Cl)ccc1c(=O)[nH]2)ccc3n4cnc(C)c4 6.18 Fischer2011 f-quinazolinonas 26
COMPOUNDF0014 COc3cc(/C=C/c2nc1ccccc1[nH]2)ccc3n4cnc(C)c4 6.08 Fischer2011 f-quinazolinonas 26
COMPOUNDF0015 COc3cc(/C=C/c2nc1ccccc1c(=O)[nH]2)ccc3n4cnc(C)c4 5.41 Fischer2011 f-quinazolinonas 26
COMPOUNDF0017 COc3cc(/C=C/c2nc1ccc(F)cc1c(=O)[nH]2)ccc3n4cnc(C)c4 5.37 Fischer2011 f-quinazolinonas 26
COMPOUNDF0020 COc3cc(/C=C/c2nc1cc(S(C)(=O)=O)ccc1c(=O)[nH]2)ccc3n4cnc(C)c4 5.66 Fischer2011 f-quinazolinonas 26
COMPOUNDF0022 COc3cc(/C=C/c2nc1scc(C)c1c(=O)[nH]2)ccc3n4cnc(C)c4 5.89 Fischer2011 f-quinazolinonas 26
COMPOUNDF0023 COc3cc(/C=C/c2nc1sc(C)c(C)c1c(=O)[nH]2)ccc3n4cnc(C)c4 5.78 Fischer2011 f-quinazolinonas 26
COMPOUNDF0019 COc3cc(/C=C/c2nc1cc(Br)ccc1c(=O)[nH]2)ccc3n4cnc(C)c4 6.47 Fischer2011 f-quinazolinonas 26
COMPOUNDF0021 COc3cc(/C=C/c2nc1cc(C(F)(F)F)ccc1c(=O)[nH]2)ccc3n4cnc(C)c4 6.43 Fischer2011 f-quinazolinonas 26
COMPOUNDF0024 COc4cc(/C=C/c3nc2sc1CCCc1c2c(=O)[nH]3)ccc4n5cnc(C)c5 6.43 Fischer2011 f-quinazolinonas 26
COMPOUNDF0038 COc3cc(c2cn(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)nn2)ccc3n4cnc(C)c4 6.66 Fischer2011-18 f-triazoles 17
COMPOUNDF0039 COc3cc(c2cn(Cc1ccc(C(C)(C)C)cc1)nn2)ccc3n4cnc(C)c4 6.52 Fischer2011-18 f-triazoles 17
COMPOUNDF0044 COc5cc(c4cn(Cc3ccc(c2noc(c1ccncc1)n2)cc3)nn4)ccc5n6cnc(C)c6 6.09 Fischer2011-18 f-triazoles 17
COMPOUNDF0046 COc4cc(c3cn(Cc2ccc1sccc1c2)nn3)ccc4n5cnc(C)c5 6.39 Fischer2011-18 f-triazoles 17
COMPOUNDF0047 COc5cc(c4cn(Cc3ccc(c2nc1ccccc1o2)cc3)nn4)ccc5n6cnc(C)c6 6.70 Fischer2011-18 f-triazoles 17
COMPOUNDF0028 COc4cc(c3cn(CC(=O)N(CC(F)(F)F)c2ccc1ccccc1c2)nn3)ccc4n5cnc(C)c5 7.10 Fischer2012 f-triazoles 17
COMPOUNDF0029 COc4cc(c3cn(CC(=O)N(CC(F)(F)F)c1cccc2ccccc12)nn3)ccc4n5cnc(C)c5 7.05 Fischer2012 f-triazoles 17
COMPOUNDF0046 COc4cc(c3cn(C2CC(c1ccccc1)CCNC2=O)nn3)ccc4n5cnc(C)c5 6.80 Fischer2012 f-triazoles 17
COMPOUNDF0049 COc4cc(c3cn(C2C[C@@H](C(C)(C)C)CCN(Cc1ccccc1)C2=O)nn3)ccc4n5cnc(C)c5 7.10 Fischer2012 f-triazoles 17
COMPOUNDF0051 COc4cc(c3cn(C2C[C@@H](C(F)(F)F)CCN(Cc1ccccc1)C2=O)nn3)ccc4n5cnc(C)c5 7.10 Fischer2012 f-triazoles 17
COMPOUNDF0052 COc4cc(c3cn(C2C[C@@H]([Si](C)(C)C)CCN(Cc1ccccc1)C2=O)nn3)ccc4n5cnc(C)c5 7.15 Fischer2012 f-triazoles 17
COMPOUNDF0053 COc3cc(c2cn(C1C[C@@H](C(F)(F)F)CCN(CC(F)(F)F)C1=O)nn2)ccc3n4cnc(C)c4 7.70 Fischer2012 f-triazoles 17
COMPOUNDF0056 COc4cc(c3cn(C2C[C@@H](c1ccccc1)CCN(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.70 Fischer2012 f-triazoles 17
COMPOUNDF0057 COc3cc(c2cn(C1C[C@@H](C(C)(C)C)CCN(CC(F)(F)F)C1=O)nn2)ccc3n4cnc(C)c4 8.05 Fischer2012 f-triazoles 17
COMPOUNDF0-29 COc4cc(c3cn(C2C[C@H](C)c1ccccc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.40 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF0030 COc4cc(c3cn(C2CSc1ccccc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.22 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF0033 COc4cc(c3cn(C2CCc1cc(F)ccc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.40 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF0-22 COc4cc(c3cn(C2CCc1ccccc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.15 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF0034 COc4cc(c3cn(C2CCc1c(F)cccc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.52 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF0035 COc4cc(c3cn(C2CCc1c(F)cc(F)cc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 7.40 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF--39 COc5cc(c4cn(C3CC[C@@H]1CCCC[C@H]1N(Cc2ccccc2)C3=O)nn4)ccc5n6cnc(C)c6 7.15 Fischer2015 f-triazolbenzazepinonas 18
COMPOUNDF0037 COc4cc(c3cn(C2CCc1ncccc1N(CC(F)(F)F)C2=O)nn3)ccc4n5cnc(C)c5 6.82 Fischer2015 f-triazolbenzazepinonas 18
CHEMBL3353078 COc1cc(ccc1-n1cnc(C)c1)-c1nc(n(C)n1)C1(CC1)c1ccc(F)cc1 6.15 Velter2014 f-triazoles 17
CHEMBL3353558 Cc1cn(cn1)-c1ccc(cc1OC(F)(F)F)-c1nc(Nc2cc(ccc2F)C(F)(F)F)n(C)n1 6.10 Velter2014 f-triazoles 17
CHEMBL2415092 COc1cc(ccc1-n1cnc(C)c1)-c1nc(Cc2ccc(F)cc2)n(C)n1 6.07 Velter2014 f-triazoles 17
COMPOUNDT0002 COc4cc(c2nnc3[C@H](c1ccc(Cl)cc1C(F)(F)F)CCCn23)ccc4c5cnc(C)o5 7.22 Takai2016 f-triazoles 17
COMPOUNDT0007 COc4cc(c1nnc2n1CCCC2(c3ccc(Cl)c(Cl)c3)C(C)(C)O)ccc4c5cnc(C)o5 7.46 Takai2016 f-triazoles 17
COMPOUNDT0009 COc4cc(c1nnc2n1CCCC2(Cc3ccc(F)c(F)c3)C(C)(C)O)ccc4c5cnc(C)o5 7.32 Takai2016 f-triazoles 17
COMPOUNDT0013 COc4cc(c1nnc2n1CCCC2(Cc3ccc(F)c(F)c3)C(=O)NCC(F)(F)F)ccc4c5cnc(C)o5 7.12 Takai2016 f-triazoles 17
COMPOUNDT0016 COc4cc(c1nnc2n1CCC[C@]2(Oc3ccc(F)c(Cl)c3)C(C)(C)O)ccc4c5cnc(C)o5 7.42 Takai2016 f-triazoles 17
COMPOUNDT0017 COc4cc(c1nnc2n1CCC[C@]2(Oc3cc(F)c(F)c(F)c3)C(C)(C)O)ccc4c5cnc(C)o5 7.39 Takai2016 f-triazoles 17
COMPOUNDT0022 COc5cc(c1nnc2n1CCCC24OCc3c(Cl)cccc3N(CC(F)(F)F)C4=O)ccc5c6cnc(C)o6 7.52 Takai2016 f-triazoles 17
COMPOUNDT0023 COc5cc(c1nnc2n1CCCC24OCc3c(cccc3C(F)(F)F)N(CC(F)(F)F)C4=O)ccc5c6cnc(C)o6 7.51 Takai2016 f-triazoles 17
